region_name,location_name,site_name,reef_name,reef_type,trip_code,trip_year,set_code,maxn,common_name,genus,species,species_group,family,event_time_mil,event_time_mins,set_lat,set_long,visibility,depth,bait,current_flow_estimated,current_flow_instrumented,reef_id,set_id,master_set_id,animal_id
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Green Zone,slope,FP_2016_AU-P_02,2016,SHWG_014,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1583776,026:23:776,-23.43370900,151.92434400,,9.80,Pilchards,,,423,1609,2777,257
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Green Zone,slope,FP_2016_AU-P_02,2016,SHWG_018,,,,,,,,,-23.44008900,151.89782200,,10.20,Pilchards,,,423,1613,19519,9999
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,slope,FP_2016_AU-P_02,2016,SHWY_003,1,Unknown wedgefish,Rhynchobatus,sp.,Ray,Rhinidae,1565228,026:05:228,-23.42956800,151.96296800,,20.20,Pilchards,,,372,1663,19522,330
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,slope,FP_2016_AU-P_02,2016,SHWY_004,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,2575702,042:55:702,-23.42855300,151.95316400,,7.40,Pilchards,,,372,1664,19523,144
Pacific,Australia-Pacific,Central GBR,Rib Reef,flat,FP_2016_AU-P_01,2016,TSV1_049,,,,,,,,,-18.48260400,146.86819100,9,6.60,Pilchards,,,230,2197,4306,9999
Indian Ocean,Australia-Indian Ocean,Kimberley,Blue Holes,lagoon,LH_2014_AU-I_03,2014,KBH_006,,,,,,,,,-15.27658330,124.47500000,,3.90,Pilchards,,,663,23956,14700,9999
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Green Zone,slope,FP_2016_AU-P_02,2016,SHWG_062,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1626046,027:06:046,-23.48517500,151.90817800,,11.70,Pilchards,,,423,1639,2805,257
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Green Zone,slope,FP_2016_AU-P_02,2016,SHWG_063,,,,,,,,,-23.48633300,151.89578100,,22.90,Pilchards,,,423,1640,19520,9999
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,slope,FP_2016_AU-P_02,2016,SHWY_009,1,Sandbar shark,Carcharhinus,plumbeus,Shark,Carcharhinidae,3035121,050:35:121,-23.42555500,151.95891500,,17.50,Pilchards,,,372,1666,2821,244
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,slope,FP_2016_AU-P_02,2016,SHWY_009,2,Tiger shark,Galeocerdo,cuvier,Shark,Carcharhinidae,2924211,048:44:211,-23.42555500,151.95891500,,17.50,Pilchards,,,372,1666,2821,19
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,slope,FP_2016_AU-P_02,2016,SHWY_027,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2529575,042:09:575,-23.45213800,151.88472100,,8.00,Pilchards,,,372,1671,19524,257
Pacific,Australia-Pacific,Central GBR,Helix Reef,slope,FP_2016_AU-P_01,2016,TSV2_060,1,Epaulette shark,Hemiscyllium,ocellatum,Shark,Hemiscylliidae,1989325,033:09:325,-18.62368800,147.30027000,7,12.70,Pilchards,,,231,2208,4312,121
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,flat,FP_2016_AU-P_02,2016,SHWY_075,1,Australian weasel shark,Hemigaleus,australiensis,Shark,Hemigaleidae,869466,014:29:466,-23.45364900,151.99629800,,5.00,Pilchards,,,372,1697,19532,120
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,flat,FP_2016_AU-P_02,2016,SHWY_075,1,Bluespotted maskray,Neotrygon,kuhlii,Ray,Dasyatidae,1668416,027:48:416,-23.45364900,151.99629800,,5.00,Pilchards,,,372,1697,19532,158
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,slope,FP_2016_AU-P_02,2016,SHWY_001,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1387769,023:07:769,-23.43453900,151.98239600,,12.50,Pilchards,,,372,1661,19521,257
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,slope,FP_2016_AU-P_02,2016,SHWY_001,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,2756869,045:56:869,-23.43453900,151.98239600,,12.50,Pilchards,,,372,1661,19521,144
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,slope,FP_2016_AU-P_02,2016,SHWY_001,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,907852,015:07:852,-23.43453900,151.98239600,,12.50,Pilchards,,,372,1661,19521,114
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Green Zone,slope,FP_2016_AU-P_02,2016,SHWG_005,,,,,,,,,-23.43201500,151.94728000,,12.00,Pilchards,,,423,1604,19518,9999
Pacific,Australia-Pacific,Central GBR,Helix Reef,slope,FP_2016_AU-P_01,2016,TSV2_067,,,,,,,,,-18.62515100,147.29283900,9,18.30,Pilchards,,,231,2215,4314,9999
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,slope,FP_2016_AU-P_02,2016,SHWY_094,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,2083437,034:43:437,-23.48803100,151.88119600,,13.40,Pilchards,,,372,1714,2865,144
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_011,1,Lemon shark,Negaprion,acutidens,Shark,Carcharhinidae,2069282,034:29:282,-17.48162000,-149.88039000,,16.00,Yellowfin Tuna,,,470,19375,10426,170
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_011,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,1003194,016:43:194,-17.48162000,-149.88039000,,16.00,Yellowfin Tuna,,,470,19375,10426,114
Pacific,Australia-Pacific,Southern GBR,Heron/Wistari Reef Yellow Zone,slope,FP_2016_AU-P_02,2016,SHWY_107,1,Bluespotted maskray,Neotrygon,kuhlii,Ray,Dasyatidae,3110105,051:50:105,-23.45293200,151.88290400,,8.30,Pilchards,,,372,1720,19525,158
Pacific,Australia-Pacific,Central GBR,Helix Reef,crest,FP_2016_AU-P_01,2016,TSV2_068,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2107807,035:07:807,-18.62040000,147.29534500,10,7.90,Pilchards,,,231,2216,6620,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_071,3,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2849015,047:29:015,-18.57373100,147.58149000,10,8.00,Pilchards,,,232,2219,4338,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_071,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,2858709,047:38:709,-18.57373100,147.58149000,10,8.00,Pilchards,,,232,2219,4338,144
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_078,3,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2963888,049:23:888,-18.59100600,147.57151900,9,29.70,Pilchards,,,232,2227,5096,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,crest,FP_2016_AU-P_01,2016,TSV3_087,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1396123,023:16:123,-18.56995400,147.57530300,9,6.50,Pilchards,,,232,2236,4320,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,crest,FP_2016_AU-P_01,2016,TSV3_087,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,717276,011:57:276,-18.56995400,147.57530300,9,6.50,Pilchards,,,232,2236,4320,255
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_103,2,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2256992,037:36:992,-18.57368900,147.57480400,7,10.60,Pilchards,,,232,2251,4347,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_103,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,443011,007:23:011,-18.57368900,147.57480400,7,10.60,Pilchards,,,232,2251,4347,255
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_103,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,2019431,033:39:431,-18.57368900,147.57480400,7,10.60,Pilchards,,,232,2251,4347,144
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_106,,,,,,,,,-18.59023900,147.56897300,9,10.10,Pilchards,,,232,2254,6626,9999
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_107,2,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2519008,041:59:008,-18.58120500,147.57320400,10,8.00,Pilchards,,,232,2255,6627,257
Pacific,Australia-Pacific,Northern GBR 1,Corbett Reef,slope,FP_2015_AU-P_01,2015,PCBC_051,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,3150138,052:30:138,-13.92885800,144.20590700,,15.20,Pilchards,,,226,2086,3298,144
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_109,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,898053,014:58:053,-18.57584200,147.57349900,9,15.30,Pilchards,,,232,2257,4348,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_109,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,1281637,021:21:637,-18.57584200,147.57349900,9,15.30,Pilchards,,,232,2257,4348,144
Pacific,Australia-Pacific,Northern GBR 2,Lagoon Reef,slope,FP_2015_AU-P_02,2015,LKHL_007,,,,,,,,,-12.37613800,143.75958600,,13.40,Pilchards,,,228,2095,3066,9999
Pacific,Australia-Pacific,Northern GBR 2,Lagoon Reef,lagoon,FP_2015_AU-P_02,2015,LKHL_011,,,,,,,,,-12.37757600,143.77000300,,19.10,Pilchards,,,228,2099,3070,9999
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_116,2,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,741009,012:21:009,-18.58902400,147.56616500,7,15.20,Pilchards,,,232,2264,4351,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_116,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,1043727,017:23:727,-18.58902400,147.56616500,7,15.20,Pilchards,,,232,2264,4351,144
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_01,2016,TSV3_116,1,Unknown Shark,Unknown,sp.,Shark,Selachimorpha,1764859,029:24:859,-18.58902400,147.56616500,7,15.20,Pilchards,,,232,2264,4351,50
Pacific,Australia-Pacific,Northern GBR 1,13-124,slope,FP_2015_AU-P_01,2015,PCB2_003,,,,,,,,,-13.89304900,144.08210600,3,18.00,Pilchards,,,227,2000,3061,9999
Pacific,Australia-Pacific,Central GBR,Rib Reef,slope,FP_2016_AU-P_01,2016,TSV1_010,,,,,,,,,-18.47722100,146.88425800,,24.40,Pilchards,,,230,2158,4283,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_124,,,,,,,,,-18.66786400,147.70341700,5,8.30,Pilchards,,,233,2272,4354,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_133,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,659530,010:59:530,-18.66528100,147.72290500,9,17.00,Pilchards,,,233,2281,4322,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_133,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,2095753,034:55:753,-18.66528100,147.72290500,9,17.00,Pilchards,,,233,2281,4322,255
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_140,,,,,,,,,-18.65214800,147.71799300,7,11.00,Pilchards,,,233,2288,4361,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_147,,,,,,,,,-18.65939500,147.72453100,9,20.10,Pilchards,,,233,2295,4362,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_148,1,Requiem Shark,Unknown,sp.,Shark,Carcharhinidae,2341276,039:01:276,-18.65927800,147.71251700,7,14.20,Pilchards,,,233,2296,224,292
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_148,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1609978,026:49:978,-18.65927800,147.71251700,7,14.20,Pilchards,,,233,2296,224,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_148,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,135752,002:15:752,-18.65927800,147.71251700,7,14.20,Pilchards,,,233,2296,224,255
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_150,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,3292681,054:52:681,-18.65994400,147.71122700,10,9.60,Pilchards,,,233,2298,4363,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_150,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,3402283,056:42:283,-18.65994400,147.71122700,10,9.60,Pilchards,,,233,2298,4363,255
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_159,,,,,,,,,-18.67048600,147.71224000,10,10.10,Pilchards,,,233,2307,82,9999
Pacific,American Samoa,Tutuila Island,Tutuila South,slope,FP_2016_AS_01,2016,AMSS_093,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,1237928,020:37:928,-14.36699700,-170.76318400,,13.50,bonito,,,235,2418,454,144
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_01,2016,TSV4_206,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1805544,030:05:544,-18.65709400,147.72428700,10,19.10,Pilchards,,,233,2315,4373,257
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_072,,,,,,,,,-15.64622000,167.08675000,,8.10,Yellowfin Tuna,,,363,4119,19699,9999
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_073,,,,,,,,,-15.64990000,167.08363000,,21.50,Yellowfin Tuna,,,363,4120,19657,9999
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_074,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,1236202,020:36:202,-15.65417000,167.08162000,,16.50,Yellowfin Tuna,,,363,4121,19658,255
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_074,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,1547227,025:47:227,-15.65417000,167.08162000,,16.50,Yellowfin Tuna,,,363,4121,19658,114
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_076,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,1619154,026:59:154,-15.66942000,167.08426000,,22.00,Yellowfin Tuna,,,363,4123,19659,255
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_057,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,1901757,031:41:757,-15.61180000,167.01199000,,11.50,Scad and Fusilier,,,363,4104,19644,114
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_059,,,,,,,,,-15.61026000,167.02159000,,28.10,Scad and Fusilier,,,363,4106,19646,9999
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_061,,,,,,,,,-15.60892000,167.03043000,,23.00,Scad and Fusilier,,,363,4108,19750,9999
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_063,,,,,,,,,-15.61674000,167.02882000,,34.80,Scad and Fusilier,,,363,4110,19649,9999
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_065,1,Eagle Rays,Aetobatus,sp.,Ray,Aetobatidae,569036,009:29:036,-15.56568000,167.13632000,,9.50,Scad and Fusilier,,,363,4112,19742,296
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_067,,,,,,,,,-15.56085000,167.14568000,,21.10,Scad and Fusilier,,,363,4114,19652,9999
Pacific,Vanuatu,Espíritu Santo,Vuti,slope,FP_2016_VU_01,2016,ESVT_069,,,,,,,,,-15.55035000,167.14697000,,9.80,Scad and Fusilier,,,363,4116,19654,9999
Pacific,USA-Pacific,Palmyra Atoll,Reef,flat,LC_2015_US-P_01,2015,PYR_043,4,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,1355151,022:35:151,5.89175000,-162.09980000,5,0.91,Chub mackerel,,,194,36171,19238,114
Pacific,New Caledonia,New Caledonia,Matthew Island,slope,FP_2016_NC_01,2016,NCMI_023,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1064000,017:44:000,-22.33888333,171.35328333,,27.00,Sardines,,,458,2454,6638,257
Pacific,New Caledonia,New Caledonia,Matthew Island,slope,FP_2016_NC_01,2016,NCMI_023,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,1990000,033:10:000,-22.33888333,171.35328333,,27.00,Sardines,,,458,2454,6638,144
Pacific,New Caledonia,New Caledonia,Southern Horn East,slope,FP_2016_NC_01,2016,NCSHE_009,1,Tawny nurse shark,Nebrius,ferrugineus,Shark,Ginglymostomatidae,918549,015:18:549,-22.89206667,167.07325000,,21.00,Sardines,,0.61,460,2465,5837,94
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_016,2,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,3439999,057:19:999,-17.48332000,-149.90910000,,14.00,Yellowfin Tuna,,,470,19380,9100,114
Pacific,New Caledonia,New Caledonia,Walpole Island,slope,FP_2016_NC_01,2016,NCWI_015,3,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,20397,000:20:397,-22.59343333,168.95695000,,31.00,Sardines,,0.61,459,2515,1262,144
Pacific,New Caledonia,New Caledonia,Grand Astrolabe,slope,FP_2016_NC_02,2016,NCGAL_039,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,412922,006:52:922,-19.72105000,165.59886670,,38.00,Sardines,,,334,2579,15589,257
Western Atlantic,USA-Western Atlantic,Florida,Miami-Dade 1,slope,FP_2019_US-A_01,2019,FM1_022,,,,,,,,,25.78049000,-80.09383000,7,12.80,menhaden chum block,,,103,36405,19595,9999
Western Atlantic,USA-Western Atlantic,Florida,Miami-Dade 1,slope,FP_2019_US-A_01,2019,FM1_020,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2887000,048:07:000,25.87185000,-80.10480000,7,4.89,menhaden chum block,,,103,36375,19618,23
Western Atlantic,USA-Western Atlantic,Florida,Miami-Dade 1,slope,FP_2019_US-A_01,2019,FM1_019,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1059000,017:39:000,25.82527000,-80.09432000,7,12.50,menhaden chum block,,,103,36394,19601,23
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_017,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,2746056,045:46:056,-17.48424000,-149.91388000,,10.00,Yellowfin Tuna,,,470,19381,9098,114
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_017,1,Unknown Shark,Unknown,sp.,Shark,Selachimorpha,2691934,044:51:934,-17.48424000,-149.91388000,,10.00,Yellowfin Tuna,,,470,19381,9098,50
Coral Triangle,Indonesia,North Sulawesi,Bangka Island,slope,FP_2016_ID_02,2016,NSWBA_088,,,,,,,,,1.83017000,125.08110000,5,12.50,Pilchards,,,353,3677,4258,9999
Coral Triangle,Indonesia,North Sumatra,Aceh Island,slope,FP_2016_ID_02,2016,NSMAC_019,,,,,,,,,5.67309000,95.13962000,3,11.60,Skipjack tuna and scad,,,453,3823,186,9999
Western Atlantic,Dominican Republic,Bayahibe,Bayahibe Reef,slope,FP_2017_DR_01,2017,BYH_040,1,Unknown Ray,Unknown,sp.,Ray,Batoidea,571867,009:31:867,18.13565400,-68.46374200,,12.60,Sardines,,,736,29654,15385,51
Western Atlantic,Dominican Republic,Bayahibe,Bayahibe Reef,slope,FP_2017_DR_01,2017,BYH_040,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1911057,031:51:057,18.13565400,-68.46374200,,12.60,Sardines,,,736,29654,15385,28
Coral Triangle,Malaysia,Tioman,East,slope,FP_2017_MY_01,2017,TIEA_029,,,,,,,,,2.80135000,104.21576700,5,15.40,Yellowtail,,,495,6135,1439,9999
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_018,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,1552164,025:52:164,-17.48581000,-149.91945000,,10.00,Yellowfin Tuna,,,470,19382,9103,114
Western Atlantic,Dominican Republic,Bayahibe,Bayahibe Reef,slope,FP_2017_DR_01,2017,BYH_044,,,,,,,,,18.12432300,-68.46511900,,14.10,Sardines,,,736,29658,15389,9999
Western Atlantic,Dominican Republic,Bayahibe,Bayahibe Reef,slope,FP_2017_DR_01,2017,BYH_042,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,3410099,056:50:099,18.13186800,-68.46432300,,14.20,Sardines,,,736,29656,15387,26
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_019,2,Lemon shark,Negaprion,acutidens,Shark,Carcharhinidae,1364567,022:44:567,-17.48260000,-149.89943000,,14.00,Yellowfin Tuna,,,470,19383,9105,170
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_019,3,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,847927,014:07:927,-17.48260000,-149.89943000,,14.00,Yellowfin Tuna,,,470,19383,9105,114
Western Atlantic,Dominican Republic,Bayahibe,Bayahibe Reef,slope,FP_2017_DR_01,2017,BYH_043,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,3561533,059:21:533,18.13008700,-68.46450200,,14.40,Sardines,,,736,29657,15388,26
Western Atlantic,Dominican Republic,Bayahibe,Bayahibe Reef,slope,FP_2017_DR_01,2017,BYH_043,1,Whitespotted eagle ray,Aetobatus,narinari,Ray,Aetobatidae,863017,014:23:017,18.13008700,-68.46450200,,14.40,Sardines,,,736,29657,15388,25
Western Atlantic,Dominican Republic,Bayahibe,Bayahibe Reef,slope,FP_2017_DR_01,2017,BYH_032,,,,,,,,,18.16069300,-68.47092400,,10.60,Sardines,,,736,29646,15410,9999
Western Atlantic,Dominican Republic,Bayahibe,Bayahibe Reef,slope,FP_2017_DR_01,2017,BYH_041,,,,,,,,,18.13368500,-68.46389100,,14.00,Sardines,,,736,29655,15386,9999
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_034,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,1102331,018:22:331,-17.48332000,-149.87109000,,15.00,Yellowfin Tuna,,,470,19398,21308,114
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_034,1,Tawny nurse shark,Nebrius,ferrugineus,Shark,Ginglymostomatidae,385699,006:25:699,-17.48332000,-149.87109000,,15.00,Yellowfin Tuna,,,470,19398,21308,94
Coral Triangle,Malaysia,Tioman,East,slope,FP_2017_MY_01,2017,TIEA_004,,,,,,,,,2.71910000,104.19483300,7,6.50,Yellowtail,,,495,6089,1416,9999
Western Atlantic,USA-Western Atlantic,Florida,Upper Keys 1,slope,FP_2016_US-A_01,2016,FU1_002,,,,,,,,,25.03497000,-80.34548000,,15.90,menhaden chum block,,,108,2756,879,9999
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_037,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,1957681,032:37:681,-17.47833000,-149.84862000,,9.00,Yellowfin Tuna,,,470,19401,10418,114
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_040,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,114001,001:54:001,-17.47564000,-149.83362000,,13.00,Yellowfin Tuna,,,470,19404,10425,114
Western Atlantic,USA-Western Atlantic,Florida,Upper Keys 1,slope,FP_2016_US-A_01,2016,FU1_009,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,3304623,055:04:623,25.08942000,-80.30343000,,8.10,menhaden chum block,,,108,2763,886,23
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_043,5,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,3279947,054:39:947,-17.47352000,-149.81921000,,16.00,Yellowfin Tuna,,,470,19407,10433,114
Western Atlantic,USA-Western Atlantic,Florida,Upper Keys 1,slope,FP_2016_US-A_01,2016,FU1_016,,,,,,,,,25.13600000,-80.26736000,,9.30,menhaden chum block,,,108,2770,893,9999
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_044,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,731873,012:11:873,-17.47217000,-149.81398000,,12.00,Yellowfin Tuna,,,470,19408,10431,114
Pacific,French Polynesia,Moorea,Moorea1,slope,FP_2016_PF_01,2016,MM1_045,2,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,2327932,038:47:932,-17.47280000,-149.80872000,,10.00,Yellowfin Tuna,,,470,19409,10422,114
